Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Day,Start,Stop,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG
CFA AR747 A1,Adv Prntmg,Cornell,var,Independent,0,4,,,Thu,6:30 PM,9:15 PM,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR747 A1,Adv Prntmg,Mancini,,,,,,,Fri,2:30 PM,5:15 PM,,,,,,,,,,,,,0,0
CFA AR765 A1,Practicum 1,Amato,4,Experience,0,15,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR765 B1,Practicum 1,Hampe,4,Experience,0,15,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR781 A1,Posbac Gr DSG1,TBA,8,Independent,0,12,,,Thu,12:30 PM,3:15 PM,35202,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA AR781 A1,Posbac Gr DSG1,,,,,,,,Thu,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR810 A1,Concept St 1,O'Donnell,4,Independent,0,10,,,"Tue,Thu",3:30 PM,6:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA AR821 A1,Grad Sculpt 1,Snyder,9,Independent,0,3,,,Mon,2:30 PM,5:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR821 A1,Grad Sculpt 1,TBA,,,,,,,Mon,6:30 PM,9:15 PM,,,,,,,,,,,,,0,0
CFA AR821 A1,Grad Sculpt 1,Snyder,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR823 A1,Grad Sculpt 2,Snyder,9,Independent,0,2,,,Mon,2:30 PM,5:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR823 A1,Grad Sculpt 2,TBA,,,,,,,Mon,6:30 PM,9:15 PM,,,,,,,,,,,,,0,0
CFA AR823 A1,Grad Sculpt 2,Snyder,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR841 A1,Grad Painting 1,Halvorson,9,Independent,0,19,,,Mon,2:30 PM,5:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR841 A1,Grad Painting 1,Kim,,,,,,,Mon,6:30 PM,9:15 PM,,,,,,,,,,,,,0,0
CFA AR841 A1,Grad Painting 1,Howey,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR841 A1,Grad Painting 1,Ryan,,,,,,,Mon,2:30 PM,9:15 PM,,,,,,,,,,,,,0,0
CFA AR843 A1,Grad Sem/Disc 1,Halvorson,3,Independent,0,18,,,Tue,8:00 AM,10:45 AM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR843 B1,Grad Sem/Disc 1,TBA,3,Independent,0,3,,,Tue,5:00 PM,7:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR845 A1,Grad Sem/Disc 2,Halvorson,3,Independent,0,18,,,Mon,12:20 PM,2:05 PM,35202,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA AR845 B1,Grad Sem/Disc 2,TBA,3,Independent,0,3,,,Tue,5:00 PM,7:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR847 A1,Grad Painting 2,Halvorson,9,Independent,0,18,,,Mon,2:30 PM,5:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR847 A1,Grad Painting 2,Kim,,,,,,,Mon,6:30 PM,9:15 PM,,,,,,,,,,,,,0,0
CFA AR847 A1,Grad Painting 2,Howey,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR847 A1,Grad Painting 2,Ryan,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR855 ZB,Bookmaking Technique,Allen,var,Independent,0,12,,,Thu,12:30 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA AR881 A1,Grad Gr Dsgn 1,Coogan,8,Independent,0,15,,,Tue,12:30 PM,3:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR881 A1,Grad Gr Dsgn 1,,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR881 B1,Grad Gr Dsgn 1,Coogan,8,Independent,0,15,,,Thu,12:30 PM,3:15 PM,35202,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA AR881 B1,Grad Gr Dsgn 1,,,,,,,,Thu,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR883 A1,Grad Gr Dsgn 2,Rock,8,Independent,0,15,,,Tue,12:30 PM,3:15 PM,35202,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA AR883 A1,Grad Gr Dsgn 2,,,,,,,,Tue,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR883 B1,Grad Gr Dsgn 2,Rock,8,Independent,0,12,,,Thu,12:30 PM,3:15 PM,35202,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA AR883 B1,Grad Gr Dsgn 2,,,,,,,,Thu,3:30 PM,6:15 PM,,,,,,,,,,,,,0,0
CFA AR890 DE,Mstrs Rsch Proj,Kantawala,8,Independent,0,100,,,Arranged,,,35261,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA AR961 A1,Ds Art Ed,Amato,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR982 A1,Ds Sculpture,Snyder,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 A1,Ds Gr Design,Grady,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 B1,Ds Gr Design,Rock,var,Directed Study,0,50,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 C1,Ds Gr Design,Coogan,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 D1,Ds Gr Design,Yang,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 E1,Ds Gr Design,Field,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 F1,Ds Gr Design,Sleboda,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR983 G1,Ds Gr Design,Field,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR985 A1,Ds Grad Paintng,Halvorson,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR985 B1,Ds Grad Paintng,Ryan,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR985 C1,Ds Grad Paintng,Kim,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA AR985 D1,Ds Grad Paintng,James,var,Directed Study,0,5,,,Arranged,,,35202,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA FA100 A1,Cross CFA Exp,Vu,2,Independent,0,160,,,Thu,9:00 AM,10:45 AM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA FA510 A1,Arts Leaders,TBA,4,Independent,0,25,,,Fri,11:15 AM,2:00 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA FA520 A1,Career Dev Arts,Worden,4,Independent,0,25,,,Mon,6:30 PM,9:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA FA540 A1,Arts/Cul Mexico,Juarez Echen,4,Independent,0,20,,,Tue,6:30 PM,9:15 PM,35040,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA FA550 A1,Arts Internship,TBA,4,Directed Study,0,15,,,Wed,5:00 PM,6:00 PM,35040,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA ME307 A1,Sec Gen Mus MET,Bylica,2,Independent,0,15,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME330 A1,Mused Lab INST1,Kellum,3,Independent,0,15,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME374 A1,Arts Engagement,Smith,4,Lecture,0,12,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA ME411 A1,PRACTICUM1 K-5,Debrot,4,Experience,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME412 A1,PRACTICUM2 5-8,Debrot,4,Experience,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME413 A1,PRACTICUM3 8-12,Debrot,4,Experience,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME430 A1,Mused Lab INST2,Leonard,3,Independent,0,15,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME460 A1,SP Top Mus Ed,Smith,1,Independent,0,15,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME499 A1,Dir Study Undgr,Hendricks,var,Directed Study,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME499 B1,Dir Study Undgr,Staff,var,Directed Study,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME507 A1,Sec Mus Meth,Bylica,2,Independent,0,15,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME530 A1,Mused Lab INST3,Vu,3,Independent,0,15,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME545 DE,Power & Priv,De Quadros,4,Independent,0,100,,,Arranged,,,,09/07/2021,10/25/2021,208,ALL WK 2-8,09/07/2021,10/25/2021,10/10/2021,09/09/2021,10/16/2021,09/22/2021,10/09/2021,0,0
CFA ME611 A1,Practicum K-5,Debrot,4,Experience,0,15,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME612 A1,PRACTICUM2 5-8,Debrot,4,Experience,0,15,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME613 A1,Practicum 8-12,Debrot,4,Experience,0,15,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME640 A1,Mus Ed Lab Ins,,3,Independent,0,10,,,"Tue,Thu",2:00 PM,3:15 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME640 B1,Mus Ed Lab Ins,Vu,3,Independent,0,10,,,"Tue,Thu",2:00 PM,3:15 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME701 A1,Phil&His Mus Ed,De Quadros,4,Independent,0,25,,,Tue,6:30 PM,9:15 PM,35201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA ME740 DE,Intro Mu Ed Res,Smith,4,Independent,0,100,,,Arranged,,,35260,09/07/2021,10/25/2021,208,ALL WK 2-8,09/07/2021,10/25/2021,10/10/2021,09/09/2021,10/16/2021,09/22/2021,10/09/2021,0,0
CFA ME741 DL,Phil&His Mus Ed,Kellum,4,Independent,0,100,,,Arranged,,,35260,11/02/2021,12/20/2021,1016,ALL WK 10-16,11/02/2021,12/20/2021,12/05/2021,11/03/2021,12/11/2021,11/17/2021,12/04/2021,0,0
CFA ME750 A1,Theor&Cultr App,Bylica,4,Independent,0,25,,,Thu,6:30 PM,9:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA ME750 DL,Theor&Cultr App,Bylica,4,Independent,0,100,,,Arranged,,,,11/02/2021,12/20/2021,1016,ALL WK 10-16,11/02/2021,12/20/2021,12/05/2021,11/03/2021,12/11/2021,11/17/2021,12/04/2021,0,0
CFA ME759 DE,Cur Mus Ed,Debrot,4,Independent,0,100,,,Arranged,,,35260,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME859 DE,Prbthrylit Fld,Hendricks,4,Independent,0,100,,,Arranged,,,35260,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME859 DE,Prbthrylit Fld,Goodrich,,,,,,,,,,,,,,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME859 DE,Prbthrylit Fld,Smith,,,,,,,,,,,,,,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME899 A1,Ind Project/Ds,Smith,var,Directed Study,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME899 B1,Ind Project/Ds,Staff,var,Directed Study,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ME990 OL,Continuing Stdy,Staff,0,Other,0,100,,,Arranged,,,35260,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME995 OL,Dma Dissrtation,Staff,3,Other,0,100,,,Arranged,,,35260,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA ME996 OL,Dma Diss Cont,Staff,0,Other,0,100,,,Arranged,,,35260,09/07/2021,12/20/2021,216,ALL WK 2-16,09/07/2021,12/20/2021,11/17/2021,09/09/2021,12/11/2021,10/09/2021,11/14/2021,0,0
CFA MH105 A1,Mu Appreciation,Clarke,2,Independent,0,40,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH106 A1,Music & Culture,Clarke,2,Independent,0,40,,,"Tue,Thu",3:30 PM,4:45 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH211 A1,Hist&Lit Mus 1,Coelho,4,Independent,0,50,,,"Tue,Thu",12:30 PM,1:45 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH401 A1,Grd Mu Hst Rv 1,Carpentier,2,Independent,0,15,,,Wed,2:30 PM,4:15 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MH404 A1,Sacrd Music E&W,Heimarck,4,Independent,0,25,,,"Tue,Thu",5:00 PM,6:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH405 A1,French Modernsm,Vajjhala,4,Independent,0,25,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH408 A1,Dylan Mus & Wrd,Yudkin,4,Independent,0,40,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH433 A1,Art&Resistance,Clarke,4,Independent,0,40,,,Fri,11:15 AM,2:00 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA MH436 A1,Musical Culture,Abe,4,Independent,0,20,,,"Tue,Thu",12:30 PM,1:45 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH499 A1,Dir Study Undgr,Clarke,var,Independent,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MH499 B1,Dir Study Undgr,Coelho,var,Independent,0,1,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MH561 A1,World Music Ens,,1,Musical Organization,0,20,,,Thu,6:30 PM,9:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MH620 A1,Sel Tps Mus&Sty,Vajjhala,3,Independent,0,8,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA MH631 A1,19thcentvirtuos,Yudkin,3,Independent,0,20,,,Wed,2:30 PM,5:15 PM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MH720 A1,Prosem Mus+eth,Birenbaum Qu,3,Independent,0,10,,,Tue,3:30 PM,6:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA MH771 A1,Sel Tps Ethnomu,Abe,3,Independent,0,8,,,Wed,2:30 PM,5:15 PM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MH799 A1,Master's Thesis,Heimarck,var,Other,0,1,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MH820 A1,Prosem Mus+eth,Birenbaum Qu,4,Independent,0,6,,,Tue,3:30 PM,6:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA MH835 DE,American Music,Kjar,4,Independent,0,100,,,Arranged,,,35260,09/07/2021,10/25/2021,208,ALL WK 2-8,09/07/2021,10/25/2021,10/10/2021,09/09/2021,10/16/2021,09/22/2021,10/09/2021,0,0
CFA MH854 A1,Music & Culture,Heimarck,4,Independent,0,6,,,Wed,8:00 AM,10:45 AM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MH862 DL,African Mus&Cul,Stuffelbeam,4,Independent,0,100,,,Arranged,,,,11/02/2021,12/20/2021,1016,ALL WK 10-16,11/02/2021,12/20/2021,12/05/2021,11/03/2021,12/11/2021,11/17/2021,12/04/2021,0,0
CFA MH871 A1,SP Tpcs Enthomu,Abe,4,Independent,0,7,,,Wed,2:30 PM,5:15 PM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MH899 A1,Ind Project/Ds,Birenbaum Qu,var,Other,0,6,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MH899 C1,Ind Project/Ds,Abe,var,Other,0,6,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MH921 B1,R&Ds in Musicol,Abe,4,Directed Study,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 A1,Piano,Sharon,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 B1,Piano,Nersesiyan,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 C1,Piano,Gabrielian,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 D1,Piano,Jiorle-Nagy,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 D2,Piano,Jiorle-Nagy,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML501 E1,Piano,Staff,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 A1,Piano,Sharon,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 B1,Piano,Nersesiyan,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 C1,Piano,Gabrielian,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 D1,Piano,Jiorle-Nagy,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 D2,Piano,Jiorle-Nagy,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML502 E1,Piano,Staff,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML503 A1,Harpsichord,Sykes,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML504 A1,Harpsichord,Sykes,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML505 A1,Organ,Sykes,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML506 A1,Organ,Sykes,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 A1,Voice,Guzman,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 B1,Voice,Demler,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 C1,Voice,Eustis,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 D1,Voice,Bitzas,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 E1,Voice,Daniels,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 F1,Voice,Durham,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML507 G1,Voice,Sheehan,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 A1,Voice,Guzman,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 B1,Voice,Demler,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 C1,Voice,Eustis,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 D1,Voice,Bitzas,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 E1,Voice,Daniels,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 F1,Voice,Durham,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML508 G1,Voice,Sheehan,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 A1,Violin,Keyes,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 B1,Violin,Zazofsky,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 C1,Violin,Mazurkevich,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 D1,Violin,Chang,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 E1,Violin,Lin,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 H1,Violin,Mazurkevich,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML509 I1,Violin,Braun,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
CFA ML509 J1,Violin,Szlachta,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 A1,Violin,Keyes,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 B1,Violin,Zazofsky,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 C1,Violin,Mazurkevich,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 D1,Violin,Chang,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 E1,Violin,Lin,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 H1,Violin,Mazurkevich,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 I1,Violin,Braun,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML510 J1,Violin,Szlachta,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML511 A1,Viola,LaCourse,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML511 B1,Viola,Ansell,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML511 C1,Viola,Dona,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML511 F1,Viola,Kim,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML511 G1,Viola,Staff,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 A1,Viola,LaCourse,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 B1,Viola,Ansell,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 C1,Viola,Dona,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 D1,Viola,Choi,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 F1,Viola,Kim,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML512 G1,Viola,Staff,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML513 A1,Cello,Reynolds,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML513 B1,Cello,Jojatu,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML513 C1,Cello,Rider,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML513 D1,Cello,Kwon,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML514 A1,Cello,Reynolds,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML514 B1,Cello,Jojatu,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML514 C1,Cello,Rider,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
