Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Day,Start,Stop,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG
CFA ML515 A1,Double Bass,Barker,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML515 B1,Double Bass,Seeber,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML515 C1,Double Bass,Fryer,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML515 D1,Double Bass,Levy,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML515 E1,Double Bass,Van Dyck,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML516 A1,Double Bass,Barker,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML516 B1,Double Bass,Seeber,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML516 C1,Double Bass,Fryer,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML516 D1,Double Bass,Levy,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML516 E1,Double Bass,Van Dyck,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML517 A1,Flute,Toote,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML517 B1,Flute,Krimsier,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML517 C1,Flute,Ostling,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML517 D1,Flute,Coticone,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML517 E1,Flute,Staff,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML518 A1,Flute,Toote,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML518 B1,Flute,Krimsier,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML518 C1,Flute,Ostling,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML518 D1,Flute,Coticone,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML518 E1,Flute,Staff,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML519 A1,Oboe,McEwen,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML519 B1,Oboe,Ferrillo,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML519 C1,Oboe,Price,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML519 D1,Oboe,Sheena,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML519 D1,Oboe,Staff,,,,,,,,,,,,,,,,,,,,,,0,0
CFA ML520 A1,Oboe,McEwen,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML520 B1,Oboe,Ferrillo,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML520 C1,Oboe,Price,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML520 D1,Oboe,Sheena,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML520 D1,Oboe,Staff,,,,,,,,,,,,,,,,,,,,,,0,0
CFA ML521 A1,Clarinet,Lu,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML521 B1,Clarinet,Staff,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML521 C1,Clarinet,Martins,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML521 D1,Clarinet,Patterson,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML522 A1,Clarinet,Lu,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML522 B1,Clarinet,Staff,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML522 C1,Clarinet,Martins,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML522 D1,Clarinet,Patterson,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML523 A1,Bassoon,Phillips,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML523 B1,Bassoon,Goeres,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML523 C1,Bassoon,Haroutunian,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML523 D1,Bassoon,Staff,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML524 A1,Bassoon,Phillips,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML524 B1,Bassoon,Goeres,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML524 C1,Bassoon,Haroutunian,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML524 D1,Bassoon,Staff,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML525 A1,Saxophone,Radnofsky,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML525 B1,Saxophone,Bill,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML526 A1,Saxophone,Radnofsky,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML526 B1,Saxophone,Bill,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML527 A1,Trumpet,Everson,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML528 A1,Trumpet,Everson,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML529 A1,Horn,Ruske,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML530 A1,Horn,Ruske,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML531 A1,Trombone,Lucas,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML531 B1,Trombone,Oft,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML531 C1,Trombone,Langfur,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML532 A1,Trombone,Lucas,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML532 B1,Trombone,Oft,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML532 C1,Trombone,Langfur,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML533 A1,Euphonium,Roylance,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML533 B1,Euphonium,Lucas,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML534 A1,Euphonium,Roylance,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML534 B1,Euphonium,Lucas,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML535 A1,Tuba,Roylance,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML536 A1,Tuba,Roylance,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML537 A1,Percussion,Genis,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML537 B1,Percussion,Solomon,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML537 C1,Percussion,Brightwell,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML538 A1,Percussion,Genis,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML538 B1,Percussion,Solomon,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML538 C1,Percussion,Brightwell,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML539 A1,Harp,Zhou,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML539 B1,Harp,Huhn,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML540 A1,Harp,Zhou,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML540 B1,Harp,Huhn,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML543 A1,Lute,Liddell,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML544 A1,Lute,Liddell,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML545 A1,Baroque Flute,Krueger,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML546 A1,Baroque Flute,Krueger,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML547 A1,Baroque Violin,Starkman,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML548 A1,Baroque Violin,Starkman,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML549 A1,Viola Da Gamba,Jeppesen,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML550 A1,Viola Da Gamba,Jeppesen,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML551 A1,Rep Coach Sngrs,Kibbe-Hodgki,var,Applied Art,0,4,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML552 A1,Rep Coach Sngrs,Kibbe-Hodgki,var,Applied Art,0,4,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML553 A1,Rep Coach Piano,Kibbe-Hodgki,var,Applied Art,0,6,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML554 A1,Rep Coach Piano,Kibbe-Hodgki,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML555 A1,Recorder,Abreu,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML556 A1,Recorder,Abreu,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML557 A1,Baroque Oboe,Ruiz,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML558 A1,Baroque Oboe,Ruiz,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML561 A1,Bass Trombone,Langfur,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML562 A1,Bass Trombone,Langfur,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML563 A1,Sackbut,Ingles,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML564 A1,Sackbut,Ingles,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML581 A1,Fortepiano,,var,Applied Art,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA ML582 A1,Fortepiano,,var,Applied Art,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA ML583 A1,Baroque Viola,,var,Applied Art,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA ML584 A1,Baroque Viola,,var,Applied Art,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA ML591 A1,Baroque Cello,Ellison,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML592 A1,Baroque Cello,Ellison,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML597 A1,Baroque Trumpet,Pyle,var,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA ML598 A1,Baroque Trumpet,Pyle,var,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP111 A1,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",2:30 PM,3:20 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP111 A2,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",3:35 PM,4:25 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP111 A3,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",4:40 PM,5:30 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP111 A4,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Tue,Thu",6:30 PM,7:20 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP111 A5,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",9:05 AM,9:55 AM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP111 B1,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",12:20 PM,1:10 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP111 B2,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Tue,Thu",3:35 PM,4:25 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP111 B3,Group Piano 1,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",1:25 PM,2:15 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP112 B1,Group Piano 2,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Tue,Thu",11:15 AM,12:05 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP112 B2,Group Piano 2,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",11:15 AM,12:05 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP112 B3,Group Piano 2,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",6:30 PM,7:20 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP113 A1,Group Piano 3,Jiorle-Nagy,1,Class Instruct Conduct,0,10,,,"Mon,Wed",10:10 AM,11:00 AM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP115 A1,non-Mjrs Piano,Jiorle-Nagy,1,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP116 A1,non-Mjrs Piano,Jiorle-Nagy,0.5,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP130 A1,Class Voice,Oldenkamp,1,Class Instruct Conduct,0,10,,,"Mon,Wed",2:30 PM,3:20 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP130 B1,Class Voice,Russo,1,Class Instruct Conduct,0,10,,,"Mon,Wed",4:40 PM,5:30 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP130 C1,Class Voice,Khoobyar,1,Class Instruct Conduct,0,10,,,"Mon,Wed",3:35 PM,4:25 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP131 A1,Phonetics SNG1,Durham,1,Lab,0,25,,,"Tue,Thu",2:00 PM,3:15 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP135 A1,non-Mjrs Voice,Sumi,1,Applied Art,0,35,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP136 A1,non-Mjrs Voice,Sumi,0.5,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP145 A1,non-Mjrs Strngs,Dona,1,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP145 B1,non-Mjrs Strngs,Dona,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP145 C1,non-Mjrs Strngs,Dona,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP145 D1,non-Mjrs Strngs,Dona,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP145 E1,non-Mjrs Strngs,Dona,1,Applied Art,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP146 A1,non-Mjrs Strngs,Dona,0.5,Applied Art,0,20,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP146 B1,non-Mjrs Strngs,Dona,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP146 C1,non-Mjrs Strngs,Dona,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP146 D1,non-Mjrs Strngs,Dona,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP146 E1,non-Mjrs Strngs,Dona,0.5,Applied Art,0,5,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP155 A1,non-Mjrs Woodwn,Toote,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP155 B1,non-Mjrs Woodwn,Toote,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP155 B1,non-Mjrs Woodwn,Toote,,,,,,,,,,,,,,,,,,,,,,0,0
CFA MP155 C1,non-Mjrs Woodwn,Toote,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP155 D1,non-Mjrs Woodwn,Toote,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP155 E1,non-Mjrs Woodwn,Toote,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP156 A1,non-Mjrs Woodwn,Toote,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP156 B1,non-Mjrs Woodwn,Toote,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP156 C1,non-Mjrs Woodwn,Toote,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP156 D1,non-Mjrs Woodwn,Toote,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP156 E1,non-Mjrs Woodwn,Toote,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP165 A1,non-Mjrs Brass,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP165 B1,non-Mjrs Brass,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP165 C1,non-Mjrs Brass,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP165 D1,non-Mjrs Brass,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP165 E1,non-Mjrs Brass,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP166 A1,non-Mjrs Brass,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP166 B1,non-Mjrs Brass,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP166 C1,non-Mjrs Brass,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP166 D1,non-Mjrs Brass,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP166 E1,non-Mjrs Brass,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP175 A1,non-Mjrs Perc,Lucas,1,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP176 A1,non-Mjrs Perc,Lucas,0.5,Applied Art,0,10,,,Arranged,,,35201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP231 A1,English Diction,Voth,1,Independent,0,10,,,Mon,4:40 PM,5:30 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA MP234 A1,German Diction,Sumi,1,Independent,0,10,,,Mon,4:40 PM,5:30 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CFA MP235 A1,Opera Project 1,Durham,1,Independent,0,15,,,"Tue,Thu",3:30 PM,5:15 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP235 A1,Opera Project 1,,,,,,,,"Tue,Thu",3:30 PM,5:15 PM,,,,,,,,,,,,,0,0
CFA MP331 A1,Song Lit 1,Sumi,2,Independent,0,15,,,Mon,2:30 PM,3:20 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP331 A1,Song Lit 1,,,,,,,,Wed,2:30 PM,3:20 PM,,,,,,,,,,,,,0,0
CFA MP333 A1,Song Lit 3,Sumi,2,Independent,0,15,,,Mon,3:35 PM,4:25 PM,35201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CFA MP333 A1,Song Lit 3,,,,,,,,Wed,4:40 PM,5:30 PM,,,,,,,,,,,,,0,0
CFA MP335 A1,Prftech SNGACT1,Daniels,2,Lab,0,10,,,Tue,11:15 AM,12:05 PM,35201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CFA MP335 A1,Prftech SNGACT1,,,,,,,,Thu,11:15 AM,12:05 PM,,,,,,,,,,,,,0,0
CFA MP381 A1,Intro to Organ,Sykes,1,Independent,0,5,,,Tue,11:15 AM,12:05 PM,35201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CFA MP390 A1,Conducting 1,Wilson,2,Independent,0,25,,,Fri,2:30 PM,4:15 PM,35201,09/03/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 A1,Chamber Music 1,Dona,1,Lecture,0,199,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 A1,Chamber Music 1,Dona,,,,,,,,,,,,,,,,,,,,,,0,0
CFA MP408 A2,Chamber Music 1,Everson,1,Lecture,0,75,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 A2,Chamber Music 1,Dona,,,,,,,,,,,,,,,,,,,,,,0,0
CFA MP408 A3,Chamber Music 1,Patterson,1,Lecture,0,50,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 A3,Chamber Music 1,Dona,,,,,,,,,,,,,,,,,,,,,,0,0
CFA MP408 A4,Chamber Music 1,Dona,1,Lecture,0,20,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 A4,Chamber Music 1,Staff,,,,,,,,,,,,,,,,,,,,,,0,0
CFA MP408 B1,Chamber Music 1,Ruske,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B2,Chamber Music 1,Everson,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B3,Chamber Music 1,Ruske,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B4,Chamber Music 1,Lucas,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B5,Chamber Music 1,Everson,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B6,Chamber Music 1,Staff,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CFA MP408 B7,Chamber Music 1,Staff,0,Lab,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
